uuid,tipo,subtipo,ciudad,calle,lat,lon,fecha
84a5f9a5-99cb-4c14-81dd-829451649aa0,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Valle Grande,La Montaña Norte,-33.32694,-70.754563,1745544327000
d2c6ab87-52bf-4c6f-a6a0-cdaec5219237,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Quilicura,Santa Luisa,-33.345359,-70.74097,1745548260000
21a59e7d-32e4-4d41-bddc-82a087c121e7,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,,Autopista Vespucio Norte,-33.374122,-70.716526,1745548514000
8abfc932-a707-4e21-ac83-809edc82af77,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,,Autopista Vespucio Norte,-33.366625,-70.685202,1745548635000
0eae9a7b-7b21-4c1d-bc56-a50700860629,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Huechuraba,Av. Américo Vespucio,-33.367395,-70.680294,1745548429000
2118d913-8c13-45a7-94b1-2e54bfd56fa1,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Lo Barnechea,Av. José Alcalde Délano,-33.354805,-70.531819,1745413200000
a2aed679-bba8-42e8-9652-9eaec9e081ac,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Lo Barnechea,Av. José Alcalde Délano,-33.354546,-70.530333,1745413200000
c4c2b3ab-3c4e-4e39-acbc-a7d253ef6f41,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Vitacura,Camino San Francisco de Asís,-33.371691,-70.518199,1745547850000
9cde03c7-a2aa-4dfa-8081-1ecb1aa87fb0,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Quilicura,-33.381421,-70.682666,1717771421000
38e9bbc4-8468-4291-b886-04471f093d1d,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.383685,-70.681238,1717680103000
59ae8c8d-1e72-4e4c-9ade-ccf72360f873,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.390777,-70.675194,1717680414000
209e2dce-0e1c-4125-915b-e328b896e56a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,,-33.383938,-70.68079,1741007149000
7f5bba18-5841-43a5-a48f-4ce00e754bd1,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.382259,-70.682391,1719436134000
0626b198-23fe-4415-af4b-a287825dae61,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.384003,-70.680889,1717680103000
32ae0889-22a0-43d2-84df-177b5bd7afeb,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.389988,-70.67584,1717680414000
4be7c2da-9619-4b9f-9c15-c2d1c16d1842,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.390051,-70.675776,1717680414000
7f0d018e-87f2-487e-b57a-9355e7266128,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,,-33.384003,-70.680889,1741007126000
41e9a74c-35d9-4810-86c1-1031b01f5cc2,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,El Pino,-33.382993,-70.681648,1719436150000
652a1011-3eaa-4f32-a9ce-e88c65c9424e,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,El Pino,-33.383031,-70.68181,1719436159000
14a14228-6f0b-4e3b-88b4-93573964247d,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.390448,-70.675448,1717680414000
8c839ce6-622d-4e0f-8133-ef197f53f1ca,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.381467,-70.682818,1717680103000
eefb2120-950f-46fc-916b-12a4d762ef7a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Fermín Vivaceta,-33.384766,-70.680232,1717680104000
dfa8e6a8-a496-42df-a349-38441ed8f6dc,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.384504,-70.680456,1717680103000
182acc4d-a402-4c46-b962-58c066fca658,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.388526,-70.677877,1717680214000
c2dc5973-cef7-40cc-9482-5542da92f373,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Av. Independencia,-33.383031,-70.68181,1719436134000
c216b0e7-a6a3-4ee8-a54e-190206159ddf,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.388947,-70.677101,1717680214000
b6f6a974-ba9b-46de-a4b8-4d7d6dbc5503,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Fermín Vivaceta,-33.385238,-70.679925,1717680104000
be8af41c-ca4f-4641-80ec-388c0b0b8cd9,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.391009,-70.674989,1717680414000
dc8567dd-791a-4072-b02e-fc89eb05bc42,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.39572,-70.671918,1717680413000
befd4d87-a76d-475c-9acd-345fa1db5eb8,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.395503,-70.672108,1717680414000
3c3c66fd-e9f8-4c54-8cb3-da8157f49334,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.391795,-70.674506,1717680415000
8c111691-b22c-425b-bf0d-076288402732,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Negrete,-33.396267,-70.671402,1734447547000
ef567cd0-2eb2-4bb0-a2c8-059eeaa4e584,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.394031,-70.673132,1717680415000
289e955c-3155-4bee-a6db-bf568ab2a130,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.392276,-70.674236,1717680414000
b218ebc9-4368-40a3-837a-b805fb2d81f1,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Huechuraba,Av. Américo Vespucio,-33.376441,-70.655954,1745548560000
90f2e705-6938-4c5c-b331-cbfc95a1d4ae,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.391343,-70.674781,1717680415000
d9244a2f-524a-4d69-ad51-527487a78c70,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Bartolomé Mandujano,-33.397073,-70.670914,1724449430000
ab6daf4e-3217-4519-bf47-4597e1ff2630,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.396926,-70.670756,1717680104000
a55bbca3-e5b7-403a-946e-477ec8a5cea6,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.393395,-70.673548,1717680415000
1e262827-edb9-4c9e-bb1a-322d68836134,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.395135,-70.672368,1717680414000
27d9564c-aa0f-45ae-b057-3d1179df8388,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.396267,-70.671402,1717680414000
5e2e44aa-c5b4-4319-b51f-246d7c8a953d,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.395803,-70.671848,1717680415000
ae507061-4a39-420b-9b8f-af98955411e2,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.394605,-70.672736,1717680414000
bc7bed42-b63d-408f-88f3-524289bf8d35,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.392827,-70.673901,1717680414000
4d2e9fee-1dbe-4ef4-a1f5-0326c1c60382,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Bartolomé Mandujano,-33.397073,-70.670914,1724449403000
b44ec26d-05e2-4ae1-a243-519c1d23c8a5,ROAD_CLOSED,ROAD_CLOSED_EVENT,Conchalí,Av. Independencia,-33.397088,-70.670678,1717680103000
0177c115-9955-4d2e-b309-ee04a03e6958,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,,Autopista Vespucio Norte,-33.397015,-70.618277,1745547353000
0a28d324-efe8-46cd-ad91-00640a2e01b6,POLICE,,,Autopista Costanera Norte,-33.380533,-70.578886,1745548693000
03ed8bec-2f47-4677-b8e7-e1577fb6a59c,POLICE,POLICE_WITH_MOBILE_CAMERA,Vitacura,Av. Vitacura,-33.380752,-70.543239,1745545771000
dffe26bc-a621-40ed-b09a-8a179cc6e30c,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,,Autopista Costanera Norte,-33.41754,-70.790363,1745548661000
21047d5e-5a27-42e5-840c-81cd5595955f,HAZARD,HAZARD_ON_ROAD,,Autopista Costanera Norte,-33.415962,-70.783189,1745548862000
d537ce1e-32cd-455e-90c1-4e6ae60eeecb,POLICE,,Cerro Navia,Visón,-33.420873,-70.756879,1745548100000
7b5eecaa-481c-45f4-8e56-0eebfee6247f,ROAD_CLOSED,ROAD_CLOSED_EVENT,Renca,Vicuña Mackenna,-33.405715,-70.74555,1736165132000
17dd05ec-25ad-42df-ae88-614106794619,ROAD_CLOSED,ROAD_CLOSED_EVENT,Renca,Olimpo,-33.406021,-70.744097,1739972729000
637b366d-e232-42b8-98de-16a26f0f76fd,ROAD_CLOSED,,Renca,Pasaje Peumo,-33.40735,-70.726668,1745548243000
077ee7d5-c978-487f-8605-30ce980be39a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Renca,Vicuña Mackenna,-33.406206,-70.745639,1736165132000
59864241-557b-4c25-80dc-b05e06af9a96,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Quinta Normal,Av. Carrascal,-33.420339,-70.703346,1745545574000
f3a067cc-cb64-437d-95fa-e1993eb13aa0,ACCIDENT,,Independencia,,-33.421912,-70.65509,1745547059000
d70f2f6e-5124-4f92-a608-b53bf11a7bee,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,,Autopista Central,-33.42293,-70.673759,1745547060000
d0330bee-5db0-4feb-bcc5-26428ac93c18,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Recoleta,La Africana,-33.403692,-70.646576,1745547085000
a653ced5-ef3c-4f3a-a13c-972592740964,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Acceso Autopista Costanera Norte > Oriente,-33.412584,-70.607172,1745271289000
1e9c5b68-fce7-4a60-8bda-9a1579855f1b,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Los Conquistadores / Túnel San Cristóbal,-33.408632,-70.60373,1745548987000
c38a9da0-7f98-4c63-a414-cda68d2572f4,ROAD_CLOSED,ROAD_CLOSED_EVENT,Providencia,Av. Vitacura > Oriente,-33.417704,-70.604637,1739474743000
0544c637-7a79-497b-b6f6-e9bf87ff5bf9,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Providencia,Nueva de Lyon,-33.421596,-70.610035,1745548240000
6092d970-6f33-4fd4-8ee6-833894175fb3,JAM,JAM_HEAVY_TRAFFIC,Las Condes,Av. Apoquindo,-33.410518,-70.573195,1745547864000
d064c373-d4f5-4d12-99ad-f33c9e4ab81d,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Las Condes,Av. Apoquindo,-33.410975,-70.574624,1745547203000
a6e4c4af-734b-4d67-9b3f-c2c1726d333f,POLICE,,Las Condes,Jorge VI,-33.412594,-70.573505,1745548364000
1cd91aa5-35ea-4f55-b2f1-1c2b2e686d65,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,,Ruta 68,-33.443284,-70.848439,1745548506000
9ded4462-aa70-4135-a53c-1b693a84fd46,JAM,,,Autopista Vespucio Norte,-33.438708,-70.783274,1745548061000
65a33662-c5a3-4871-98ba-f63701c0fe6f,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Autopista Vespucio Norte,-33.445902,-70.778124,1745548450000
4e4c1b2a-1894-4fce-b40a-f74afefcdcb8,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Autopista Vespucio Norte,-33.445117,-70.778693,1745548450000
f509ffae-2304-4961-b039-c6889f7e3474,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú,-33.44743,-70.777797,1744904228000
bf280c7e-492a-4f16-98ca-b835a82984af,JAM,JAM_HEAVY_TRAFFIC,,Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú,-33.445883,-70.780249,1745548811000
b01189dd-3e3f-4853-bf80-4a88c10ecae0,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Autopista Vespucio Norte,-33.448277,-70.776385,1745548383000
cfe92a2b-459b-4d20-bb82-15e44fff0514,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.442052,-70.790182,1740598542000
8d5c76da-2c1e-4ed9-84c6-cf2e79de696b,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.44144,-70.790116,1740598542000
c23180b7-3977-4234-b6ed-ad7d91f0be64,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.44138,-70.790036,1740598655000
d8a64a0a-0b3f-4ddb-aa33-d49ef896f6c0,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.443054,-70.788678,1740597023000
4be37e44-ef13-47b2-a58c-df3e004a6755,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Salida Depósito Express Pudahuel,-33.44322,-70.790242,1740598748000
bd87c881-e0d6-4c74-98a7-bf51c936aed2,JAM,JAM_HEAVY_TRAFFIC,Pudahuel,Av. Américo Vespucio,-33.446984,-70.778476,1745548859000
e299cdf5-bce9-4eb8-a72f-5eaf327fc672,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.442052,-70.790182,1740597159000
716c3401-ef7c-4a9f-9633-bb8a7d85a741,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Autopista Vespucio Norte,-33.447177,-70.777194,1745548448000
3b37698a-bc7a-43ed-b161-d833fff421c9,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.44144,-70.790116,1740598655000
12dce009-9a67-4d56-b462-89a03ec41d03,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.442797,-70.789916,1740597159000
b0740efa-1b88-4101-be42-b120ece9733b,JAM,,,Autopista Vespucio Norte,-33.435271,-70.784975,1745548010000
2fd927c9-4696-437e-a3d8-736b6ad7d82f,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.443054,-70.788678,1740597023000
52f66b1d-73fb-436f-8b07-f0e912be7df4,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Puerto Madero,-33.44786,-70.777215,1744904384000
a5e9fc10-7553-447f-8d7d-344a5a42c9a3,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.443804,-70.782577,1740597023000
aa39d3bd-6086-4e8c-8df0-ae70c1b4be54,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.441051,-70.789626,1740598655000
8b60b9d9-d88a-4c4a-93d0-5c2d75c4cae6,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.443729,-70.784164,1740597023000
d7498760-681e-416a-87f2-d57ef5ba994a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.443729,-70.784164,1740597023000
9fd31c9c-f639-4b2f-923b-897dcedd0bec,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Av. San Pablo,-33.442797,-70.789916,1740597023000
f432b0ec-b878-4c09-990b-4765d48db940,ROAD_CLOSED,ROAD_CLOSED_EVENT,Pudahuel,Depósito Express Pudahuel,-33.44138,-70.790036,1740598655000
d893c24e-5a54-4a38-8f7a-e55688bfcd76,ROAD_CLOSED,ROAD_CLOSED_EVENT,,Autopista Vespucio Norte,-33.449916,-70.774702,1745548447000
a7cf4b8e-3013-4df9-9f0f-563ee8cc6a41,POLICE,,Pudahuel,Av. José Guzmán Riesco,-33.432888,-70.772741,1745548280000
7e50dcee-51bb-41c9-beca-168518af731a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.432637,-70.727491,1737348297000
5de248a1-fbd5-475b-b0aa-7101d5d1c4f9,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.432637,-70.727491,1737348297000
568d8689-2e0a-4a30-9402-16ac12348bac,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Av. San Pablo,-33.444608,-70.73688,1745546707000
4941a5bb-a696-4abc-b6c2-5eb288fb7711,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.432519,-70.728094,1737348297000
22b864d1-f10a-4137-a151-65723e79b174,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433054,-70.725365,1737348297000
2de8b3e1-4060-45d2-ba8d-357b3449cfc9,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.432738,-70.726965,1737348297000
37e99c4f-e024-4eb4-844e-35ff937ed8ee,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433054,-70.725365,1737348297000
b6947eee-eab1-40b1-b396-491453ab37c8,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.432738,-70.726965,1737348296000
4c734182-53ac-4779-b838-e5bd0819f621,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Av. San Pablo,-33.444553,-70.732059,1745546775000
6ea0d056-b0c4-4527-a665-7118ef812fc3,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.434109,-70.72102,1737348297000
42a73f63-8eb8-46fa-a30d-97abded5bbc7,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433401,-70.723618,1737348297000
34657f42-c72c-4133-b810-e3d43b8e868a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.43366,-70.722512,1737348297000
bd12da7e-01a4-4762-b1b2-87dba75dc20f,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Av. San Pablo,-33.443861,-70.720103,1745548067000
eb1e91ac-51f0-41e0-be32-d47a94407e3c,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433864,-70.721805,1737348297000
b643a21d-5426-4710-b004-54e2f2690984,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433525,-70.723054,1737348297000
134d7726-3580-497d-abd1-e186239332d3,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433401,-70.723618,1737348297000
2454dab9-8ae8-4fab-b3cf-242cefb035cc,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Lago Lanalhue,-33.438968,-70.721701,1745547045000
4615f8b1-831d-495b-b6d9-33188a7cca56,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433525,-70.723054,1737348297000
eed3e54e-8459-43bc-b781-f8dd9547d4e5,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Av. San Pablo,-33.444269,-70.723744,1745548009000
8e84a7fe-8f0d-4084-b62d-5894e6b8c39a,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.433864,-70.721805,1737348297000
6686325b-9d89-4d39-a690-83e50ac99ed9,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Cerro Navia,Av. José Joaquín Pérez,-33.430101,-70.722015,1745546873000
24e9b13b-0c9c-4533-8af9-72d4496d7927,ROAD_CLOSED,ROAD_CLOSED_EVENT,Cerro Navia,Vicuña Rozas,-33.43366,-70.722512,1737348297000
9e074646-7cd4-403a-92dc-725f62f267dd,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Prado,Av. Neptuno,-33.441884,-70.72312,1745546926000
8e55a051-52c8-4dcd-ae8a-85b402135b6b,POLICE,,Santiago,Libertad,-33.428866,-70.675291,1745548407000
87799ba0-ccba-497e-b932-757335c40a85,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Teatinos,-33.434407,-70.655927,1745544438000
4735449d-c63e-4948-a4e5-8d089caf462a,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447299,-70.666106,1739793600000
e3972131-97ab-4c38-a22a-c67dbfb872ab,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44559,-70.659273,1745326800000
bba9542e-799b-4c6d-86d9-d9e1d2f0c8b7,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44668,-70.661444,1745326800000
c3fb744e-a92a-4b28-b37e-bd761e345667,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445298,-70.658021,1745326800000
6167c372-ba69-4756-aa0c-48f02abed3df,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445313,-70.655606,1745326800000
d5e1f833-6fc2-479d-9ecb-e7ea457b37c1,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447197,-70.663675,1745326800000
6314d7a6-3d22-4038-a9d4-9d8c8cd041cf,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447716,-70.66759,1745326800000
7a712d8d-e030-4abf-9003-11aafda4ced0,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44766,-70.667388,1745326800000
91ed34ef-6228-4e56-9bc0-7fb5a778d51a,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Independencia,Av. Santa María,-33.4287,-70.662654,1745546689000
088fe16d-779a-4b80-9700-05deb8c8e4cd,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445708,-70.657206,1745326800000
23b59668-d444-474d-b7ed-6457a83c2c50,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447342,-70.666276,1739793600000
